id	filename	md5	size	state
15fbf6de-ee93-4483-9087-00dd7c6f9481	nationwidechildrens.org_clinical.TCGA-VQ-A91Z.xml	2c32b46c1da3740a09eabc55993969a2	62766	released
b43e8e53-9d29-4dc4-ba34-f460c76e6719	54f641e3-fafc-4028-854d-1012118d0ef0.mirbase21.mirnas.quantification.txt	95ad8648ba462ba5b7e42b2d58377188	50404	released
23e163f3-600d-431c-8c9f-f47c3168ff29	C440.TCGA-D7-6817-10A-01D-1882-08.6_gdc_realn.bam	7900cb58c2b06ce5ec644a1cae6f41d2	14323849430	released
36d27aac-978d-42ef-a220-8bfcb48d73c2	SALLY_p_TCGA_129_134_148_149_N_GenomeWideSNP_6_D11_802028.nocnv_grch38.seg.v2.txt	fbbbbd58f74b29989c11451bbe1e12f1	2786	released
26e5e1ad-e336-44a9-8341-b695364770b9	C440.TCGA-CG-4466-10A-01D-1158-08.8_gdc_realn.bam	02edcc1e929862e8778afe2b590f5bad	21740302262	released
307d1780-77ef-43b2-8010-414c2ed9e72d	71d0b85c-4b4e-45b8-af0c-ca264d05df4c.FPKM.txt.gz	3913c943358e369615c59492f31c6e47	563065	released
42bed65b-c77f-4c1a-863f-9eedec49df34	SLITS_p_TCGA_b95_SNP_N_GenomeWideSNP_6_B05_764260.grch38.seg.v2.txt	2c945c84fad5b3887a47243cd4cb70f0	44957	released
fd5efa2c-43c2-463c-bc49-e4c3b5fe6b0d	TCGA-D7-A748-01A-01-TS1.6A3E918C-F845-45E7-833C-77CB9A09FE10.svs	e6969bc37ec570a7a7f6b20f563c867c	359216575	released
e37dabd4-0b18-463e-9b54-c381d0ada10a	nationwidechildrens.org_auxiliary.TCGA-CD-8530.xml	f8f74d588de5eec5a0113c20e19e7b88	2478	released
e5437e92-d033-4690-a092-ac84595b8904	4ba41d6e-20d6-40b2-a624-bd9686083069.mirbase21.mirnas.quantification.txt	612b0883777fb483d8c169dbe68ba449	50179	released
8a621688-c367-4f26-b2c7-05c9e96c318b	nationwidechildrens.org_ssf.TCGA-VQ-A8DL.xml	ad4701af9f666dc1b40e9d9798398608	14833	released
0b131a8f-6b34-441c-bbf4-1f37b7ddc302	TCGA-D7-A6F0-01A-01-TS1.10D4540F-6474-43E4-B482-8BF7A6817F9A.svs	6b479f206a2c366f636f9aaa03c95d83	164398663	released
8a883a31-f5d6-4cd4-87c5-97a83aa7e434	jhu-usc.edu_STAD.HumanMethylation450.2.lvl-3.TCGA-D7-6528-01A-11D-1801-05.gdc_hg38.txt	618bc67f56f38a28e7e6e6fb70b6f78a	141280161	released
0f40a658-0a3a-4850-b6b8-f444db15fbc2	8eee4b39-1ec9-43ff-b987-f2ac2b18dcd1.mirbase21.mirnas.quantification.txt	51b6a4577b419c61e2cbcd1388937a75	50642	released
fe776662-2173-4345-9603-0f99125d743f	C440.TCGA-VQ-AA6B-10A-01D-A413-08.1_gdc_realn.bam	37da34d72e3a3ad5900c22741ce6fd66	9552448624	released
58390670-c78f-4baf-b478-90ee01d15158	TCGA.STAD.muse.58390670-c78f-4baf-b478-90ee01d15158.DR-10.0.somatic.maf.gz	8b2858da0b248e2d375b2de44a42655e	39601893	released
f93fb1a3-4901-4e63-822f-147f897c04a0	2744303a-1986-4c94-8d16-7b398c733fa7.mirbase21.isoforms.quantification.txt	417f3b8b8c78efec92829bee26114e42	319718	released
cdb5a354-7c01-458b-bb75-78c26ee0f6f6	AVISO_p_4TCGA_242_238_250_mN_GenomeWideSNP_6_F09_1231588.grch38.seg.v2.txt	57e9af420d20119cc935ac694a498d09	25892	released
0353eadc-f54d-4638-b961-3c57ad01aa30	0353eadc-f54d-4638-b961-3c57ad01aa30.vep.vcf.gz	3a3b97da4e0b1d5d07b298233df802b7	908794	released
6f60bb26-0e4d-44c0-a2e7-a091ae1d7b97	MAZES_p_TCGAb_427_NSP_GenomeWideSNP_6_D10_1521568.nocnv_grch38.seg.v2.txt	77e0610dee6ff33e7b23753b7769afb0	2939	released
ee9cd438-b270-46e4-84b4-f044435ae204	ee9cd438-b270-46e4-84b4-f044435ae204.vcf	c7538d2f4c71c81f39758336650aaf75	277047	released
3ccf3757-a815-4529-9c56-e1b849dd2cd9	3ccf3757-a815-4529-9c56-e1b849dd2cd9.vcf.gz	2ee044762478a62abd7e3f60d5dfb7bc	316788	released
de89a304-acef-4972-8795-7a87d0511f8c	SPIKY_p_TCGAb_427_428_NSP_GenomeWideSNP_6_B01_1521766.grch38.seg.v2.txt	d43ea977917ca6e7d13685a18e302f08	58736	released
8237b2a4-ae29-4a6f-a3b4-a42f3cb0ea10	SICKS_p_TCGAb48_SNP_1N_GenomeWideSNP_6_A12_674940.nocnv_grch38.seg.v2.txt	bd1662c9c50a18293f4b4733ae2d4439	15107	released
009d174e-3cad-4046-8f8f-b9274269d8af	009d174e-3cad-4046-8f8f-b9274269d8af.vcf.gz	82aad8ba923214cdf55efd19da4dc70c	268151	released
b4ef4fc9-4364-411c-bf4c-1cb053f73907	TCGA-BR-A4CS-01A-01-TSA.97D85D2E-CC0D-411B-AF1B-3A1C6C98BFED.svs	fce8eda978253a7bb4c7a384c7bff953	264273715	released
533157ee-7d78-4253-b876-3e6464e4f6bb	533157ee-7d78-4253-b876-3e6464e4f6bb.vep.vcf.gz	687290e1179d5a8fe8f1951b8fe5f9a6	172124	released
a29acbe6-102b-4a69-8e92-66f67666c133	nationwidechildrens.org_auxiliary.TCGA-BR-8364.xml	b0e39aa990f8e0d5c409deb099169b54	2478	released
4ce1bc39-74ce-4233-90e9-52718790f73b	TCGA-D7-8574-01Z-00-DX1.72155AB8-7B77-46D1-85B0-EACABCD25EF2.svs	3965ec4872202b55d761d7b896186eb0	1374344875	released
